Maker,Adv_year,Adv_month,Color,Bodytype,Runned_Miles,Engin_size,Gearbox,Fuel_type,Price,Seat_num,Door_num,issue,breakdown_date,repair_complexity,repair_cost,repair_hours,Label
BMW,2018,7,silver,Convertible,152000,2.0L,Manual,Diesel,2980.0,4.0,2.0,Radiator Leaking,2018-07-22,1,99.6,2.0,0
MINI,2018,4,blue,Hatchback,138756,1.4L,Manual,Petrol,1295.0,4.0,3.0,Windscreen Crack,2018-04-01,2,40.777,2.0,0
Citroen,2018,5,white,Hatchback,81796,1.6L,Manual,Diesel,8000.0,5.0,5.0,Gear Box Issue,2018-05-10,2,160.0,4.0,0
Vauxhall,2018,8,silver,Hatchback,49000,1.7L,Manual,Diesel,7800.0,5.0,5.0,Steering Wheel Shaking,2018-08-23,1,27.8,1.0,0
Hyundai,2018,4,grey,Estate,50,1.7L,Manual,Diesel,21995.0,5.0,5.0,Sensor Malfunction,2018-04-01,1,1159.75,3.0,0
Kia,2018,7,red,Hatchback,9985,1.25L,Manual,Petrol,6995.0,5.0,3.0,Warning Light,2018-07-15,1,249.95,9.0,0
Land Rover,2018,4,silver,SUV,43000,2.2L,Automatic,Diesel,27550.0,7.0,5.0,Transmission Issue,2018-04-13,3,727.95,24.0,0
Volkswagen,2018,8,blue,Saloon,87000,1.6L,Manual,Diesel,5000.0,5.0,4.0,Brake Pads Worn,2018-08-12,1,42.5,2.0,0
Ssangyong,2018,5,blue,SUV,21668,1.6L,Manual,Petrol,8995.0,5.0,5.0,Excessive Emissions,2018-05-20,2,48.0955,2.0,0
Vauxhall,2018,5,white,Hatchback,108126,2.0L,Manual,Diesel,5999.0,5.0,5.0,Tyre Alignment,2018-05-07,1,10.5999,0.5,0
Audi,2018,7,grey,Saloon,36970,2.0L,Manual,Diesel,19326.0,5.0,4.0,Electrical Issue,2018-07-12,1,48.652,0.5,0
Audi,2018,5,gelb,SUV,30000,3.0L,Automatic,Diesel,22000.0,5.0,5.0,Warning Light,2018-05-26,1,400.0,9.0,1
Vauxhall,2018,4,silver,Saloon,92000,3.2L,Automatic,Petrol,1995.0,5.0,4.0,Tyre Alignment,2018-04-05,1,10.1995,0.5,0
Nissan,2018,5,silver,Hatchback,25234,1.2L,Manual,Petrol,7510.0,5.0,5.0,Sensor Malfunction,2018-05-18,1,435.5,3.0,0
Honda,2018,3,red,Hatchback,39071,1.3L,Automatic,Petrol,10102.0,5.0,5.0,Starter Motor Issue,2018-03-28,1,161.02,3.0,0
Lexus,2018,2,white,SUV,10060,3.5L,Automatic,Hybrid  Petrol/Electric,39890.0,5.0,5.0,Warning Light,2018-02-04,1,578.9,9.0,0
Vauxhall,2018,2,grey,Hatchback,59600,1.2L,Manual,Petrol,3990.0,5.0,5.0,Flat Tyres,2018-02-05,1,21.197,1.0,0
Suzuki,2018,8,white,Hatchback,14598,1.0L,Manual,Petrol,4450.0,4.0,5.0,Brake Pads Worn,2018-08-27,1,42.225,2.0,0
Hyundai,2018,2,blue,Hatchback,71000,1.4L,Manual,Petrol,3495.0,5.0,5.0,Brake Pads Worn,2018-02-13,1,41.7475,2.0,0
Audi,2018,3,black,Estate,81800,2.0L,Manual,Diesel,8450.0,5.0,5.0,Engine Issue,2018-03-25,1,1850.0,8.0,0
Citroen,2018,8,yellow,Hatchback,36400,1.6L,Manual,Petrol,5995.0,4.0,3.0,Flat Tyres,2018-08-11,2,41.7985,2.0,0
Volkswagen,2021,4,blue,Camper,14000,2.0L,Hybrid,Diesel,64295.0,19.0,4.0,Sensor Malfunction,2021-04-20,1,3274.75,3.0,1
Nissan,2018,5,purple,SUV,60751,1.5L,Manual,Diesel,8995.0,5.0,5.0,Flat Tyres,2018-05-17,1,22.6985,1.0,0
Citroen,2018,4,silver,MPV,69000,1.9L,Manual,Diesel,1995.0,5.0,5.0,Tyre Alignment,2018-04-17,2,20.1995,1.0,0
Porsche,2018,5,blue,Convertible,35971,2.7L,Automatic,Petrol,28000.0,2.0,2.0,Flat Tyres,2018-05-05,3,68.4,3.0,0
Suzuki,2018,7,black,SUV,33309,1.6L,Manual,Petrol,12495.0,5.0,5.0,Radiator Leaking,2018-07-03,1,1632.72527265682,941.935450661366,1
Vauxhall,2018,8,red,Hatchback,29100,1.2L,Manual,Petrol,6000.0,5.0,3.0,Starter Motor Issue,2018-08-06,1,120.0,3.0,0
Fiat,2018,2,pink,Hatchback,24000,0.9L,Manual,Petrol,5750.0,4.0,3.0,Warning Light,2018-02-22,1,237.5,9.0,0
Mercedes-Benz,2018,3,white,Estate,9943,2.1L,Automatic,Hydrogen,34925.0,5.0,0.0,Electrical Issue,2018-03-25,1,194.625,1.0,1
Peugeot,2018,2,white,Hatchback,28500,1.2L,Manual,Petrol,7000.0,5.0,3.0,Transmission Issue,2018-02-02,1,109.0,3.0,0
Kia,2018,6,gelb,Hatchback,65497,1.6L,Manual,Petrol,6499.0,5.0,5.0,Windscreen Crack,2018-06-20,1,23.8994,1.0,1
Jaguar,2018,8,green,Saloon,28052,2.0L,Automatic,Petrol,19990.0,5.0,4.0,Gear Box Issue,2018-08-21,3,1588.21341045381,1262.43475870175,1
Vauxhall,2018,5,red,Estate,13783,2.0L,Manual,Diesel,14930.0,5.0,0.0,Warning Light,2018-05-04,1,329.3,9.0,1
Toyota,2018,5,blue,Hatchback,15315,1.2L,Automatic,Petrol,13244.0,5.0,5.0,Sensor Malfunction,2018-05-14,1,722.2,3.0,0
BMW,2018,7,blue,SUV,57000,3.0L,Automatic,Diesel,10995.0,5.0,5.0,Sensor Malfunction,2018-07-06,1,609.75,3.0,0
MINI,2021,5,black,Convertible,14000,1.5L,Manual,Petrol,18990.0,4.0,2.0,Windscreen Crack,2021-05-20,2,51.394,2.0,0
SKODA,2018,3,blue,SUV,54600,2.0L,Manual,Diesel,10995.0,5.0,5.0,Windscreen Crack,2018-03-01,1,26.597,1.0,0
Ford,2018,8,orange,Pickup,37000,3.2L,Automatic,Diesel,21989.0,5.0,4.0,Windscreen Crack,2018-08-06,1,33.1934,1.0,0
Ferrari,2018,4,gelb,Convertible,26000,4.5L,Automatic,Petrol,169999.0,2.0,2.0,Sensor Malfunction,2018-04-16,3,8679.95,9.0,1
Audi,2018,8,grey,Hatchback,83000,1.6L,Manual,Petrol,3495.0,5.0,5.0,Tyre Alignment,2018-08-21,1,10.3495,0.5,0
Ford,2018,8,silver,Hatchback,89000,1.25L,Manual,Petrol,2195.0,5.0,5.0,Sensor Malfunction,2018-08-14,1,169.75,3.0,0
Audi,2021,5,blue,Hatchback,17000,3.0L,Automatic,Diesel,49000.0,5.0,5.0,Warning Light,2021-05-08,1,3418.95588811428,9.0,1
Peugeot,2018,4,grey,Hatchback,9756,1.4L,Manual,Diesel,7680.0,5.0,5.0,Warning Light,2018-04-06,1,256.8,9.0,0
Land Rover,2021,5,blue,SUV,2306,5.0L,Automatic,Petrol,95995.0,5.0,5.0,Windscreen Crack,2021-05-06,3,117.597,3.0,0
BMW,2018,8,grey,Hatchback,67500,1.6L,Manual,Petrol,4250.0,5.0,5.0,Brake Pads Worn,2018-08-10,1,42.125,2.0,0
Ford,2018,7,silver,Hatchback,14291,1.0L,Manual,Petrol,10485.0,5.0,5.0,Transmission Issue,2018-07-05,1,133.395,3.0,0
MINI,2018,8,grey,Hatchback,40595,1.6L,Manual,Diesel,9999.0,4.0,3.0,Gear Box Issue,2018-08-04,2,179.99,4.0,0
BMW,2018,3,silver,SUV,73000,3.0L,Automatic,Diesel,7495.0,5.0,5.0,Steering Wheel Shaking,2018-03-02,1,27.495,1.0,0
Bentley,2018,8,black,Convertible,29500,4.0L,Automatic,Petrol,79995.0,4.0,2.0,Warning Light,2018-08-15,3,1339.95,27.0,0
Jaguar,2018,8,blue,Saloon,64000,3.0L,Automatic,Diesel,10288.0,5.0,4.0,Flat Tyres,2018-08-01,3,63.0864,3.0,0
Audi,2018,5,grey,Coupe,53000,4.2L,Automatic,Petrol,15995.0,4.0,3.0,Electrical Issue,2018-05-15,1,99.975,1.0,0
Audi,2018,8,white,Hatchback,89000,1.6L,Manual,Petrol,4495.0,5.0,3.0,Gear Box Issue,2018-08-22,1,84.95,2.0,0
Dacia,2018,3,gelb,Hatchback,43748,0.9L,Manual,Petrol,4990.0,5.0,5.0,Alternator Failing,2018-03-25,1,139.8,2.0,1
Jaguar,2018,8,grey,Saloon,112000,2.7L,Automatic,Diesel,6580.0,5.0,4.0,Gear Box Issue,2018-08-17,3,185.8,6.0,0
Volvo,2018,4,grey,Hatchback,28494,2.0L,Automatic,Diesel,11000.0,5.0,5.0,Electrical Issue,2018-04-14,3,153.0,6.0,0
Dacia,2018,5,blue,Hatchback,37171,1.2L,Manual,Petrol,4450.0,5.0,5.0,Flat Tyres,2018-05-07,1,21.335,1.0,0
Volkswagen,2018,7,black,MPV,10,2.0L,Automatic,Diesel,25980.0,7.0,5.0,Alternator Failing,2018-07-01,1,559.6,2.0,0
Citroen,2018,5,red,Hatchback,74322,1.6L,Automatic,Petrol,4394.0,4.0,3.0,Engine Issue,2018-05-07,2,1198.8,16.0,0
Audi,2018,2,red,Estate,84478,2.0L,Automatic,Diesel,7000.0,5.0,5.0,Sensor Malfunction,2018-02-06,1,410.0,3.0,0
Honda,2018,3,black,Hatchback,77000,1.6L,Manual,Petrol,3890.0,5.0,3.0,Warning Light,2018-03-01,1,218.9,9.0,0
Ssangyong,2018,4,silver,SUV,26000,2.0L,Manual,Diesel,8995.0,5.0,5.0,Starter Motor Issue,2018-04-14,2,209.95,6.0,0
Vauxhall,2018,6,red,Hatchback,12951,1.4L,Manual,Petrol,6999.0,4.0,3.0,Gear Box Issue,2018-06-24,1,109.99,2.0,0
Volvo,2018,4,white,Coupe,46221,2.0L,Manual,Petrol,6720.0,4.0,2.0,Flat Tyres,2018-04-04,3,62.016,3.0,0
SKODA,2018,7,black,Estate,12680,1.4L,Manual,Petrol,15499.0,5.0,5.0,Alternator Failing,2018-07-23,1,349.98,2.0,0
Peugeot,2017,3,blue,Coupe,63000,2.0L,Manual,Diesel,6950.0,4.0,2.0,Electrical Issue,2017-03-02,1,46.95,2.0,0
Audi,2018,8,black,Hatchback,19300,2.0L,Automatic,Petrol,24240.0,5.0,3.0,Sensor Malfunction,2018-08-02,1,1272.0,3.0,0
Mazda,2018,3,grey,Hatchback,88000,2.0L,Manual,Petrol,2995.0,5.0,5.0,Steering Wheel Shaking,2018-03-12,1,22.995,1.0,0
Fiat,2018,4,grey,Hatchback,61237,1.9L,Manual,Diesel,2995.0,5.0,5.0,Tyre Alignment,2018-04-23,1,37.1107406740327,0.5,1
Vauxhall,2018,6,silver,Hatchback,44170,1.6L,Automatic,Diesel,10499.0,5.0,5.0,Tyre Alignment,2018-06-12,1,11.0499,0.5,0
Ford,2018,4,red,Estate,72000,1.6L,Manual,Diesel,6000.0,5.0,5.0,Starter Motor Issue,2018-04-23,1,120.0,3.0,0
Audi,2018,6,white,Hatchback,3862,3.0L,Automatic,Petrol,38500.0,4.0,5.0,Windscreen Crack,2018-06-18,1,43.1,1.0,0
Kia,2018,8,silver,Hatchback,15075,1.0L,Manual,Petrol,3199.0,4.0,5.0,Starter Motor Issue,2018-08-12,1,91.99,3.0,0
Ford,2018,4,silver,MPV,41746,1.4L,Manual,Petrol,5989.0,5.0,5.0,Gear Box Issue,2018-04-04,1,99.89,2.0,0
Land Rover,2018,5,red,SUV,53874,3.0L,Automatic,Diesel,48881.0,5.0,5.0,Tyre Alignment,2018-05-11,3,34.8881,1.5,0
Volvo,2018,8,grey,Estate,121200,1.6L,Manual,Diesel,6500.0,5.0,5.0,Transmission Issue,2018-08-27,3,538.5,24.0,0
Fiat,2018,8,gelb,Hatchback,9100,1.2L,Manual,Petrol,7295.0,4.0,3.0,Tyre Alignment,2018-08-11,1,10.7295,0.5,1
Ford,2018,5,gelb,Hatchback,107000,1.6L,Manual,Diesel,2325.0,5.0,5.0,Steering Wheel Shaking,2018-05-11,1,22.325,1.0,1
Audi,2018,4,blue,Saloon,26588,4.2L,Automatic,Diesel,30000.0,5.0,4.0,Engine Issue,2018-04-06,1,6160.0,8.0,0
Volvo,2018,2,gelb,Convertible,85000,2.4L,Manual,Petrol,3585.0,4.0,2.0,Starter Motor Issue,2018-02-14,3,215.85,9.0,1
Vauxhall,2018,3,blue,MPV,91336,1.4L,Manual,Petrol,4295.0,5.0,5.0,Tyre Alignment,2018-03-16,1,10.4295,0.5,0
Ssangyong,2018,4,grey,SUV,10,2.2L,Manual,Diesel,19845.0,5.0,5.0,Electrical Issue,2018-04-04,2,139.225,2.0,0
BMW,2021,3,black,Saloon,31000,4.4L,Automatic,Petrol,59990.0,5.0,4.0,Flat Tyres,2021-03-08,1,37.997,1.0,0
Volkswagen,2015,1,blue,Hatchback,90000,999.0L,Manual,Diesel,1990.0,13.0,3.0,Brake Pads Worn,2015-01-06,1,40.995,2.0,1
Hyundai,2018,8,grey,Hatchback,104000,1.6L,Manual,Diesel,2775.0,5.0,5.0,Gear Box Issue,2018-08-03,1,67.75,2.0,0
Vauxhall,2016,11,green,Hatchback,22000,1.2L,Manual,Petrol,5998.0,4.0,3.0,Tyre Alignment,2016-11-16,1,10.5998,0.5,0
Ford,2018,3,white,Saloon,33375,2.0L,Manual,Diesel,16749.0,5.0,4.0,Starter Motor Issue,2018-03-14,1,227.49,3.0,0
Jeep,2018,8,red,SUV,16786,3.0L,Automatic,Diesel,27498.0,5.0,5.0,Engine Issue,2018-08-15,1,5659.6,8.0,0
Porsche,2018,6,silver,Coupe,107000,3.6L,Manual,Petrol,34950.0,4.0,2.0,Radiator Leaking,2018-06-02,3,819.0,6.0,0
Ford,2021,4,purple,Hatchback,7682,1.0L,Manual,Petrol,17500.0,5.0,5.0,Steering Wheel Shaking,2021-04-13,1,37.5,1.0,0
Ford,2020,9,white,Minibus,6883,2.0L,Manual,Diesel,27594.0,9.0,5.0,Transmission Issue,2020-09-06,1,253.158,3.0,0
Land Rover,2018,6,silver,SUV,71698,2.2L,Automatic,Diesel,7327.0,5.0,5.0,Alternator Failing,2018-06-20,3,266.54,6.0,0
Toyota,2018,8,grey,Hatchback,10000,1.6L,Automatic,Petrol,10490.0,5.0,5.0,Excessive Emissions,2018-08-17,1,29.441,1.0,0
MINI,2018,5,black,Hatchback,129000,1.6L,Manual,Petrol,1100.0,4.0,3.0,Windscreen Crack,2018-05-16,2,40.66,2.0,0
Volkswagen,2018,4,white,Pickup,38760,2.0L,Automatic,Diesel,20998.0,5.0,4.0,Flat Tyres,2018-04-26,1,26.2994,1.0,0
Vauxhall,2018,6,black,Hatchback,27962,1.4L,Manual,Petrol,7998.0,4.0,3.0,Excessive Emissions,2018-06-16,1,27.1982,1.0,0
SEAT,2017,11,black,MPV,14171,2.0L,Automatic,Diesel,23000.0,7.0,5.0,Flat Tyres,2017-11-17,2,275.705154133838,2.0,1
Volkswagen,2018,8,grey,Saloon,115000,2.0L,Manual,Diesel,3595.0,5.0,4.0,Sensor Malfunction,2018-08-13,1,239.75,3.0,0
Audi,2018,8,black,Convertible,62000,2.0L,Automatic,Petrol,8948.0,2.0,2.0,Alternator Failing,2018-08-28,1,218.96,2.0,0
BMW,2018,7,black,Coupe,101,3.0L,Automatic,Diesel,42995.0,5.0,4.0,Electrical Issue,2018-07-04,1,332.318970536435,2.0,1
Peugeot,2018,8,grey,MPV,34573,2.0L,Manual,Diesel,10991.0,7.0,5.0,Brake Pads Worn,2018-08-14,1,45.4955,2.0,0
SKODA,2018,6,red,Hatchback,10138,1.0L,Manual,Petrol,5990.0,4.0,3.0,Radiator Leaking,2018-06-11,1,878.924268383915,2.0,1
Ford,2018,7,yellow,Convertible,1429,2.3L,Automatic,Petrol,34000.0,4.0,3.0,Excessive Emissions,2018-07-01,1,50.6,1.0,0
Nissan,2018,5,gelb,Hatchback,78000,1.8L,Manual,Petrol,1195.0,5.0,5.0,Tyre Alignment,2018-05-17,1,10.1195,0.5,1
Volkswagen,2021,4,silver,SUV,18357,2.0L,Manual,Diesel,21475.0,5.0,5.0,Radiator Leaking,2021-04-27,1,469.5,2.0,0
BMW,2018,5,blue,SUV,96500,2.0L,Manual,Diesel,4990.0,5.0,5.0,Engine Issue,2018-05-03,1,1068.5,16.0,0
Isuzu,2018,6,white,Pickup,1768,1.9L,Manual,Diesel,23394.0,4.0,4.0,Excessive Emissions,2018-06-11,2,61.0546,2.0,0
SKODA,2018,7,blue,Hatchback,1500,1.0L,Manual,Petrol,8750.0,4.0,5.0,Alternator Failing,2018-07-09,1,215.0,2.0,0
Lexus,2018,7,red,Saloon,104000,2.5L,Manual,Petrol,2000.0,5.0,4.0,Tyre Alignment,2018-07-03,1,10.2,0.5,0
Peugeot,2018,5,black,Estate,102000,1.6L,Manual,Petrol,2180.0,5.0,5.0,Flat Tyres,2018-05-15,1,20.654,1.0,0
BMW,2018,8,red,MPV,7411,1.5L,Manual,Petrol,17995.0,5.0,5.0,Starter Motor Issue,2018-08-01,1,239.95,3.0,0
Volkswagen,2018,3,black,Hatchback,69000,1.2L,Manual,Petrol,1989.0,5.0,3.0,Gear Box Issue,2018-03-12,1,59.89,2.0,0
Ford,2018,5,black,Hatchback,20000,1.2L,Manual,Petrol,5000.0,4.0,3.0,Electrical Issue,2018-05-03,1,20.0,0.5,0
Peugeot,2021,6,white,SUV,9336,1.2L,Manual,Petrol,13995.0,5.0,5.0,Windscreen Crack,2021-06-20,1,28.397,1.0,0
Toyota,2018,7,red,Hatchback,39201,1.8L,Automatic,Hybrid  Petrol/Electric,12495.0,5.0,5.0,Gear Box Issue,2018-07-05,1,164.95,2.0,0
Vauxhall,2017,5,red,MPV,101000,1.3L,Manual,Diesel,1895.0,5.0,5.0,Gear Box Issue,2017-05-01,1,58.95,2.0,0
Citroen,2018,7,silver,Hatchback,39000,2.0L,Manual,Diesel,10499.0,5.0,5.0,Excessive Emissions,2018-07-08,2,295.683165130982,2.0,1
Chevrolet,2018,7,black,Hatchback,33000,1.8L,Manual,Petrol,4185.0,5.0,5.0,Flat Tyres,2018-07-13,1,21.2555,1.0,0
Nissan,2018,7,red,SUV,16858,1.6L,Manual,Petrol,8599.0,5.0,5.0,Warning Light,2018-07-24,1,265.99,9.0,0
BMW,2018,7,bronze,Coupe,73000,2.0L,Automatic,Petrol,4750.0,4.0,2.0,Gear Box Issue,2018-07-23,1,87.5,2.0,0
Nissan,2017,12,grey,SUV,26,1.5L,Manual,Diesel,14999.0,5.0,5.0,Windscreen Crack,2017-12-23,1,28.9994,1.0,0
Citroen,2018,4,silver,Hatchback,35000,1.6L,Manual,Diesel,6149.0,5.0,5.0,Gear Box Issue,2018-04-03,2,141.49,4.0,0
Volkswagen,2018,8,grey,SUV,97100,2.0L,Manual,Diesel,5500.0,5.0,5.0,Steering Wheel Shaking,2018-08-16,1,25.5,1.0,0
Ford,2018,3,blue,SUV,6000,1.0L,Manual,Petrol,9450.0,5.0,5.0,Brake Pads Worn,2018-03-22,1,44.725,2.0,0
Vauxhall,2018,2,grey,SUV,2,1.2L,Manual,Petrol,19495.0,5.0,5.0,Flat Tyres,2018-02-11,1,25.8485,1.0,0
BMW,2018,8,silver,SUV,117000,2.0L,Manual,Diesel,3995.0,5.0,5.0,Transmission Issue,2018-08-26,1,91.985,4.0,0
Saab,2018,5,black,Convertible,111000,1.9L,Manual,Diesel,2995.0,5.0,2.0,Warning Light,2018-05-26,2,389.95,18.0,0
Fiat,2018,2,white,MPV,11507,1.6L,Manual,Diesel,8998.0,5.0,5.0,Starter Motor Issue,2018-02-25,1,149.98,3.0,0
BMW,2021,6,black,SUV,7372,2.0L,Automatic,Diesel,41000.0,5.0,5.0,Electrical Issue,2021-06-09,1,163.0,2.0,0
Kia,2018,7,white,Hatchback,50500,1.6L,Manual,Petrol,7000.0,5.0,5.0,Alternator Failing,2018-07-03,1,180.0,2.0,0
SKODA,2018,6,blue,Hatchback,2200,1.0L,Manual,Petrol,9990.0,4.0,5.0,Gear Box Issue,2018-06-11,1,820.767826920579,2.0,1
Nissan,2018,4,gelb,SUV,23884,1.6L,Manual,Petrol,7430.0,5.0,5.0,Tyre Alignment,2018-04-05,1,10.743,0.5,1
Nissan,2018,5,silver,Hatchback,6734,1.2L,Manual,Petrol,9940.0,5.0,5.0,Flat Tyres,2018-05-14,1,22.982,1.0,0
Vauxhall,2018,7,blue,MPV,74922,1.4L,Manual,Petrol,1295.0,5.0,5.0,Transmission Issue,2018-07-04,1,69.065,3.0,0
Suzuki,2018,7,red,Hatchback,17981,1.0L,Manual,Petrol,5495.0,5.0,5.0,Electrical Issue,2018-07-11,1,47.475,1.0,0
Kia,2018,2,white,Hatchback,11000,1.6L,Manual,Diesel,14390.0,5.0,5.0,Excessive Emissions,2018-02-16,1,32.951,1.0,0
BMW,2017,10,white,Coupe,14921,1.5L,Automatic,Hybrid  Petrol/Electric Plug-in,59995.0,4.0,2.0,Flat Tyres,2017-10-14,1,37.9985,1.0,0
Kia,2018,8,black,SUV,36054,2.2L,Automatic,Diesel,20690.0,7.0,5.0,Excessive Emissions,2018-08-20,1,38.621,1.0,0
Porsche,2018,6,black,Hatchback,78000,3.0L,Automatic,Diesel,26995.0,4.0,5.0,Windscreen Crack,2018-06-19,3,76.197,3.0,0
Aston Martin,2018,8,silver,Coupe,10442,6.0L,Automatic,Petrol,104900.0,2.0,2.0,Engine Issue,2018-08-07,3,53131.4181979193,36.0,1
Volkswagen,2018,8,black,Estate,36684,1.6L,Manual,Diesel,13850.0,5.0,5.0,Steering Wheel Shaking,2018-08-16,1,148.217422030517,1.0,1
Vauxhall,2021,6,blue,Hatchback,38000,1.4L,Automatic,Petrol,9850.0,5.0,5.0,Radiator Leaking,2021-06-11,1,237.0,2.0,0
Volkswagen,2018,4,white,Hatchback,6000,2.0L,Manual,Petrol,23990.0,5.0,5.0,Starter Motor Issue,2018-04-03,1,1240.39399452942,931.65269055493,1
Mercedes-Benz,2018,5,silver,Saloon,44000,3.0L,Automatic,Diesel,37990.0,5.0,4.0,Excessive Emissions,2018-05-17,1,180.079036173425,163.143097785695,1
Ford,2018,4,yellow,Hatchback,44000,1.6L,Automatic,Petrol,7395.0,5.0,5.0,Engine Issue,2018-04-26,1,569.75,10.0,0
BMW,2018,7,blue,Coupe,47301,2.0L,Manual,Diesel,11000.0,4.0,2.0,Sensor Malfunction,2018-07-19,1,610.0,3.0,0
SKODA,2018,7,silver,Hatchback,81400,1.6L,Manual,Diesel,10150.0,5.0,5.0,Sensor Malfunction,2018-07-11,1,567.5,3.0,0
Ford,2018,5,gelb,Hatchback,67870,1.6L,Manual,Diesel,6925.0,5.0,5.0,Windscreen Crack,2018-05-22,1,144.67659751189,1.0,1
Chevrolet,2018,8,blue,Estate,79000,1.8L,Automatic,Petrol,1700.0,5.0,5.0,Excessive Emissions,2018-08-16,1,21.53,1.0,0
SKODA,2018,6,white,Hatchback,23946,1.0L,Manual,Petrol,7400.0,4.0,5.0,Gear Box Issue,2018-06-03,1,114.0,2.0,0
Toyota,2018,8,white,Hatchback,89000,1.8L,Automatic,Hybrid  Petrol/Electric,11290.0,5.0,5.0,Radiator Leaking,2018-08-07,1,265.8,2.0,0
Porsche,2018,1,red,SUV,3847,3.0L,Automatic,Diesel,63478.0,5.0,5.0,Engine Issue,2018-01-10,3,7067.8,36.0,0
Mercedes-Benz,2018,1,blue,SUV,321,3.0L,Automatic,Petrol,50560.0,5.0,5.0,Electrical Issue,2018-01-23,1,90.56,2.0,0
Land Rover,2018,3,grey,SUV,100000,4.4L,Automatic,Diesel,17495.0,5.0,5.0,Starter Motor Issue,2018-03-09,3,354.95,9.0,0
Renault,2018,5,white,MPV,18000,1.5L,Manual,Diesel,10488.0,7.0,5.0,Electrical Issue,2018-05-27,1,71.464,2.0,0
Toyota,2017,9,grey,MPV,97500,2.4L,Automatic,Petrol,6495.0,7.0,0.0,Flat Tyres,2017-09-17,1,21.9485,1.0,1
Peugeot,2018,5,red,Hatchback,82078,1.4L,Manual,Petrol,1000.0,5.0,3.0,Radiator Leaking,2018-05-19,1,60.0,2.0,0
Nissan,2018,6,blue,Hatchback,32987,1.2L,Manual,Petrol,6335.0,5.0,5.0,Windscreen Crack,2018-06-02,1,23.801,1.0,0
Nissan,2018,3,black,SUV,56500,1.6L,Manual,Petrol,5850.0,5.0,5.0,Steering Wheel Shaking,2018-03-24,1,25.85,1.0,0
Peugeot,2018,7,black,SUV,39621,1.6L,Manual,Diesel,7800.0,5.0,5.0,Starter Motor Issue,2018-07-06,1,138.0,3.0,0
Peugeot,2018,4,gelb,SUV,12078,1.6L,Manual,Diesel,9990.0,5.0,5.0,Alternator Failing,2018-04-03,1,239.8,2.0,1
Jaguar,2018,4,silver,Saloon,25000,2.2L,Automatic,Diesel,17495.0,5.0,4.0,Transmission Issue,2018-04-09,3,292.485,12.0,0
Ford,2018,8,blue,Pickup,100,3.2L,Automatic,Diesel,35994.0,5.0,4.0,Engine Issue,2018-08-21,1,5719.1,16.0,0
Vauxhall,2018,5,gelb,Estate,152908,1.7L,Manual,Diesel,695.0,5.0,5.0,Brake Pads Worn,2018-05-20,1,211.33646852798,142.152743197213,1
Land Rover,2018,8,white,SUV,104000,3.0L,Automatic,Diesel,14990.0,5.0,5.0,Gear Box Issue,2018-08-20,3,269.9,6.0,0
Audi,2018,3,white,Estate,20087,1.4L,Manual,Petrol,17500.0,5.0,5.0,Brake Pads Worn,2018-03-25,1,48.75,2.0,0
Audi,2018,3,gelb,SUV,136400,2.0L,Automatic,Diesel,10900.0,5.0,5.0,Gear Box Issue,2018-03-13,1,149.0,2.0,1
Volvo,2021,4,silver,Hatchback,25627,1.5L,Automatic,Petrol,13700.0,5.0,5.0,Tyre Alignment,2021-04-22,3,31.37,1.5,0
BMW,2018,8,white,Coupe,9976,2.0L,Automatic,Diesel,27990.0,5.0,5.0,Alternator Failing,2018-08-16,1,599.8,2.0,0
Citroen,2018,3,grey,MPV,100000,1.6L,Manual,Diesel,7650.0,7.0,5.0,Starter Motor Issue,2018-03-27,2,196.5,6.0,0
Volkswagen,2018,7,silver,Hatchback,109000,1.4L,Manual,Petrol,3295.0,5.0,3.0,Excessive Emissions,2018-07-13,1,22.9655,1.0,0
Mercedes-Benz,2018,3,black,SUV,32948,2.1L,Automatic,Diesel,29489.0,5.0,5.0,Tyre Alignment,2018-03-15,1,12.9489,0.5,0
Nissan,2017,12,silver,SUV,51,1.6L,Manual,Petrol,23995.0,5.0,5.0,Excessive Emissions,2017-12-19,1,41.5955,1.0,0
Volkswagen,2018,2,gelb,Convertible,28074,1.6L,Manual,Diesel,11299.0,4.0,2.0,Windscreen Crack,2018-02-09,1,26.7794,1.0,1
BMW,2020,12,black,Saloon,36000,4.4L,Automatic,Petrol,59995.0,5.0,4.0,Radiator Leaking,2020-12-02,1,1239.9,2.0,0
SKODA,2018,3,silver,Hatchback,13549,1.2L,Manual,Petrol,9440.0,5.0,5.0,Sensor Malfunction,2018-03-28,1,532.0,3.0,0
Citroen,2018,8,red,Hatchback,50000,1.6L,Manual,Petrol,6500.0,5.0,5.0,Steering Wheel Shaking,2018-08-28,2,46.5,2.0,0
Audi,2018,4,red,Hatchback,21920,1.4L,Manual,Petrol,10790.0,4.0,3.0,Windscreen Crack,2018-04-05,1,26.474,1.0,0
Nissan,2018,5,white,Pickup,6600,2.3L,Automatic,Diesel,25995.0,5.0,4.0,Engine Issue,2018-05-27,1,5359.0,8.0,0
Toyota,2018,3,grey,Saloon,49000,2.0L,Manual,Diesel,7995.0,5.0,4.0,Excessive Emissions,2018-03-16,1,27.1955,1.0,0
Mazda,2018,4,blue,Hatchback,22240,1.3L,Manual,Petrol,6799.0,5.0,5.0,Radiator Leaking,2018-04-21,1,175.98,2.0,0
